p:min_p,p:reasoning_effort,p:repeat_penalty,p:temperature,p:top_k,p:top_p,objective,job_id,job_status,m:timestamp_submit,m:timestamp_gather,sol.p:min_p,sol.p:reasoning_effort,sol.p:repeat_penalty,sol.p:temperature,sol.p:top_k,sol.p:top_p,sol.objective,sol.objective_std_al,sol.objective_std_ep
0.4663025879955568,low,0.3696550394128904,3.5355341776688602,64,0.06297472403017763,0.0,17,DONE,462.8526759147644,530.1508145332336,0.3597398490398454,high,0.9344549321127378,3.908969956268597,23,0.11299095503543428,0.0026666666666666666,0.04784233364802441,0.019252705437591534
0.03315025055041952,low,1.3906195645051647,1.1650532691002604,8,0.18807333171480364,0.0,20,DONE,530.3327040672302,562.8716251850128,0.11323815329829909,high,0.30622335903611014,4.520180675847227,26,0.016242946289239234,0.0023376623376623377,0.045287261751071936,0.016770855540112133
0.25810491084415155,high,0.5979093820774364,4.466521902261582,30,0.10920370840203378,0.0,21,DONE,563.059079170227,749.882890701294,0.42859300644332743,low,1.0130155342044613,4.802520326896615,18,0.11993640864155,0.002,0.04,0.019899748742132402
0.02390570360224562,high,1.9461824659497415,2.8847038014208386,42,0.6654887425994944,0.0,19,DONE,524.9825294017792,810.4651412963867,0.1729136162759801,high,0.8105802294675732,4.069535274441812,91,0.16630129664021315,0.002159090909090909,0.04382004428331555,0.015304671004156037
0.6361014296073615,low,0.48059899603103706,4.517638750600138,56,0.471582650483293,0.0,23,DONE,810.6474423408508,974.7153062820435,0.07612688002064474,low,0.22968846640120427,3.207274108501234,77,0.17020995456511798,0.0,0.0,0.0
0.4048704278639697,medium,0.3812980890037406,3.42234871783279,52,0.24054296123270363,0.0,22,DONE,750.0628161430359,982.19846367836,0.2444976781268298,low,0.48160678996127093,3.6042085668918755,86,0.13132704629886952,0.0,0.0,0.0
0.6779085686348871,high,1.276690262518971,2.1381436709674078,31,0.8861774092913521,1.0,25,DONE,982.3833200931549,1031.0737841129303,0.0982382551326658,low,0.756669513772974,3.1481190941007386,76,0.11784324320418087,0.002857142857142857,0.045175395145262566,0.028428212488760568
0.45009491543961305,medium,1.8424966093443205,0.35784473541988665,75,0.2157809147640733,0.0,24,DONE,974.8942613601685,1052.7496349811554,0.06699481165017378,low,0.6068262694755654,3.302434290176988,79,0.16752382671599067,0.002857142857142857,0.045175395145262566,0.028428212488760568
0.5530389365258738,low,1.2572657109025418,1.8550434700711727,79,0.10745631791749767,0.0,27,DONE,1052.936470746994,1078.9668107032776,0.14909082637692114,low,0.03148736654731655,4.380433616696475,73,0.15504089137944152,0.0,0.0,0.0
0.7463072194563375,low,0.6057369628193318,1.2262375589359806,72,0.7912853260131686,0.0,26,DONE,1031.2676196098328,1088.6763796806335,0.05692811744491911,low,0.369674220445033,4.0912427564511304,60,0.2019288423377444,0.0,0.0,0.0
0.09488730207863777,low,0.25364618965498953,0.5033835598707712,33,0.35967130221448634,0.0,28,DONE,1079.1787991523743,1189.9269845485687,0.09958127029194111,low,1.438792040539989,3.658162867976218,67,0.04160400759461631,0.0,0.0,0.0
0.709024962882503,low,0.4322819043567737,4.424582895414783,20,0.6372268676470242,0.0,29,DONE,1088.8646907806396,1283.1151325702667,0.018077161061188993,low,0.6439874726988247,0.5304642380891484,63,0.27220096044289216,0.0,0.0,0.0
0.48448252427986266,high,1.9709277241884715,0.7307663369110009,25,0.9682967319644149,0.0,30,DONE,1190.1465990543365,1302.3921675682068,0.10419193374157704,low,0.07374561798465341,0.4825775035866682,71,0.09978834201007329,0.0,0.0,0.0
0.9330162924851662,medium,1.7160735065626063,1.7714441197699093,18,0.9555086538966117,0.0,31,DONE,1283.313665151596,1318.645881652832,0.11307033120944492,low,1.4426699719179088,4.352856428830173,54,0.15193597884723156,0.0,0.0,0.0
0.4853482500082168,low,1.3462492242266473,2.071528118144211,70,0.6456585154859411,0.0,32,DONE,1302.5905199050903,1319.5395863056183,0.12177669977847509,low,0.6996827447712343,4.959932229644568,9,0.021603770973556372,0.0,0.0,0.0
0.1741030908876354,high,0.4417117264190973,4.8298370593620925,7,0.8532000961249226,0.0,34,DONE,1319.7323756217957,1399.244838476181,0.06715188491954621,low,0.788486355922617,0.15248899453684409,5,0.1938930631266574,0.0,0.0,0.0
0.9776770312256946,medium,1.8650723605199517,0.34231637429873846,32,0.6733810757376687,0.0,33,DONE,1318.8313205242157,1418.6156284809113,0.27779069311194915,low,0.2570057819676009,4.542705464385382,22,0.040490404839238395,0.0,0.0,0.0
0.9895809337854301,low,1.9102029364024464,3.6357483605502763,44,0.08328498643114847,0.0,36,DONE,1418.8041126728058,1446.2396314144135,0.32668576578931946,low,0.412122278252658,3.8389603280506126,7,0.30673516361996017,0.0,0.0,0.0
0.05062401544248058,medium,1.7985365863270166,2.676173822061198,39,0.22491665356904628,0.0,35,DONE,1399.4306688308716,1466.7474882602692,0.09842808059101703,low,0.5795711320020137,2.9495459616456863,21,0.06270240192339717,0.0,0.0,0.0
0.2995575082907334,low,0.28999846532980994,2.7638002868535088,28,0.22844028210779188,0.0,37,DONE,1446.4282112121582,1535.9906947612762,0.4781531633120075,low,1.5535893903772484,1.4157490443635898,26,0.1451860697363849,0.0,0.0,0.0
0.16154579996941104,medium,0.9097374544515681,3.2915742213541765,6,0.6128017469812769,0.0,39,DONE,1536.206370830536,1549.2005524635315,0.4198876503882456,low,0.5547164519725324,1.9428970336230493,35,0.21985029812638585,0.0,0.0,0.0
0.5998688295708358,low,0.26057032465847696,4.88051140169804,21,0.772832766661735,0.0,38,DONE,1466.9632360935211,1552.6135959625244,0.24897887239521835,low,0.4591630399310508,4.703253650422016,42,0.29387622721844475,0.0,0.0,0.0
0.3874935537997411,low,0.08691489224381874,0.9056231338307701,61,0.029502809922781342,0.0,41,DONE,1552.8041665554047,1651.8613414764404,0.34900879715187266,low,1.871111777556468,4.335743191863929,25,0.09966369963940645,0.0,0.0,0.0
0.08027888077580683,high,1.6370353630972931,1.5349336304491168,43,0.36779656360899776,0.0,40,DONE,1549.3933646678925,1678.5589644908905,0.3587593083538531,low,0.4797186259285179,0.3188871773161723,30,0.13487144293080106,0.0,0.0,0.0
0.8940592146248367,medium,1.5755741264625727,0.610633547126998,51,0.07672273157495516,0.0,42,DONE,1652.0569834709167,1685.9139847755432,0.4569199213828575,low,1.0468428825620835,1.5157297709592634,37,0.056196615228460735,0.0,0.0,0.0
0.8344635387408377,low,0.8194660697433512,0.4007957517576732,90,0.5086580974135709,1.0,43,DONE,1678.7643625736237,1698.382211446762,0.23584896442526912,low,1.920244492879211,2.3834415243162086,38,0.32959541494642214,0.0,0.0,0.0
0.7532036939213775,low,1.1532961536986026,2.1640043604677066,89,0.32713830460264764,0.0,44,DONE,1686.1044099330902,1705.1344504356384,0.1662692218169249,low,0.2052011824842071,4.907308854566462,24,0.32951604535637874,0.0,0.0,0.0
0.2528166141560697,low,0.9246440349339069,2.2788403949302714,50,0.38042827946973934,1.0,45,DONE,1698.5750114917755,1718.187628030777,0.3436527248343295,low,1.8152756551953635,3.860434205161046,11,0.6472338834812685,0.0098015873015873,0.08679778876818586,0.0466010735167126
0.334871508174681,low,0.05169707922605136,1.063317814259668,100,0.7125595890641279,0.0,46,DONE,1705.3226609230042,1778.1138792037964,0.4981917541317745,low,1.9553980693030582,3.728728432486426,22,0.1629401820151425,0.0,0.0,0.0
0.3080456135739861,low,1.514292929863076,4.052918148208015,63,0.8979440581199662,0.0,48,DONE,1778.3300404548645,1793.7491397857666,0.5799356396058558,low,0.5127630314581338,3.7281473442684483,15,0.757495901782722,0.008095238095238095,0.07889543583705186,0.042487826721322584
0.3422165683914849,high,1.80821476791485,3.470899754504207,92,0.7415496332612915,0.0,47,DONE,1718.43199801445,1844.4078769683838,0.42936206091278145,medium,1.9377673603095946,4.432484801288857,30,0.07163508518235967,0.00125,0.033071891388307385,0.01243734296383275
0.7292166394716525,medium,0.5217453757134848,3.91650067988658,82,0.8065349472762031,0.0,50,DONE,1844.6084218025208,1974.356865644455,0.4643335293496067,low,1.8905413265059385,4.442624012344752,25,0.10840637598201254,0.002,0.04,0.019899748742132402
0.9913723416249506,high,0.755417977644117,0.2150270363086615,85,0.7613513254107109,0.0,49,DONE,1793.9526751041412,1978.2437055110931,0.43523698075642814,low,0.004817466452094355,4.203274803397884,41,0.13380379085331864,0.0014285714285714286,0.034992710611188256,0.014214106244380284
0.27924672016821167,low,1.6880888403770844,0.6813202047923261,61,0.2898479912253747,0.0,51,DONE,1974.55406665802,1999.6989328861237,0.48429982562845486,low,0.11773972352381581,4.89577426216798,11,0.17643743675821133,0.0025396825396825397,0.04703343615882239,0.017918940687835026
0.06992573113467053,medium,1.005121276045554,2.488520535081747,80,0.9177804781414611,0.0,52,DONE,1978.480070590973,2022.866187095642,0.4304661220445421,low,0.3432842406042856,4.12256750492889,83,0.27910821413441417,0.006964285714285714,0.07740613143461872,0.030398606137486645
0.8776596894016109,low,1.3223963794292524,1.3709274813917685,58,0.037007041236849204,0.0,54,DONE,2023.0625019073486,2032.5624370574951,0.532783520084294,low,1.6999216965095263,4.234768287643637,11,0.6832575461529662,0.0016666666666666666,0.037267799624996496,0.016583123951777
0.5119093167209233,medium,1.5239611477584416,2.93613106077331,66,0.49355859705844546,0.0,55,DONE,2032.7507593631744,2063.5703117847443,0.5619198425090989,low,1.9230586364774438,3.9292343659728544,12,0.6943615122028233,0.0,0.0,0.0
0.24397046470862035,low,0.5615912015550366,3.7205498077369583,87,0.05941972052077611,0.0,53,DONE,1999.90837931633,2145.188479423523,0.44965103763214426,low,1.8688328830917653,4.257903417202951,42,0.20476412388775786,0.0,0.0,0.0
0.042835064621868715,low,0.87761097342623,1.3023479866291552,86,0.5718362550365346,0.0,57,DONE,2145.3902039527893,2158.8247780799866,0.44742864071480926,low,1.8772700123052248,4.934840053743394,29,0.32596435161713383,0.0,0.0,0.0
0.21171507522328648,high,1.3781617205046637,1.9581779890413697,95,0.5875232411553452,0.0,56,DONE,2063.76607131958,2219.3645355701447,0.41378019388626014,low,1.894416207994485,4.580792034575508,33,0.7453443305910474,0.0008333333333333333,0.027638539919628332,0.0082915619758885
0.20592048455440556,high,1.2908647573970873,2.4488089114997384,13,0.1424066766685643,0.0,59,DONE,2219.570607662201,2253.332914829254,0.442637394496323,low,1.4854966484725858,4.052494466114997,30,0.06933473348802355,0.0008333333333333333,0.027638539919628332,0.0082915619758885
0.8210154299596865,high,0.4171656520238374,3.662925380137761,65,0.04935551115207436,0.0,58,DONE,2159.028440475464,2530.741449356079,0.44401854747617564,low,1.9117644223776,4.958345097364931,5,0.3258883349643573,0.0008333333333333333,0.027638539919628332,0.0082915619758885
0.227124336269257,high,0.3443836061878631,4.226624296619065,91,0.41714463625740955,0.0,60,DONE,2253.5345022678375,2549.3155314922333,0.4477813595239397,medium,1.8605050524561868,4.781802495279908,26,0.6494576162804945,0.002909090909090909,0.0492589715787057,0.02177571624957072
0.9081504519833359,high,1.2044966172124787,4.106838561386047,71,0.18885084098105037,1.0,61,DONE,2530.9724414348602,2591.1720962524414,0.02241378428276073,medium,1.9025245527134962,3.6354458045624005,78,0.7632841651260852,0.0009090909090909091,0.02874797872880345,0.009045340337332909
0.012329106403661756,low,1.7297579028869725,4.942918508047076,48,0.5046071217325714,0.0,62,DONE,2549.54900431633,2591.6805367469788,0.03619390967020736,low,1.8863876848503918,4.0284974197400185,17,0.6982247606073835,0.0007692307692307692,0.02664693550105965,0.0076537495162047695
0.36776636017986747,low,1.6557389998294452,4.3346327344080455,41,0.8197217260720041,0.0,64,DONE,2591.89284491539,2624.186829328537,0.3553028078663552,low,1.7273857426372106,4.4067806187468515,26,0.615173404043385,0.0,0.0,0.0
0.5645453335569328,medium,1.4170749192973688,2.7119084978471077,81,0.7252433273112147,0.0,63,DONE,2591.3679299354553,2745.891258239746,0.5363148785925351,low,1.965534432862794,3.100912034099968,14,0.10132039627027975,0.0,0.0,0.0
0.8223022488438089,medium,1.6686748332671943,3.130351700351264,56,0.5597204852193548,0.0,65,DONE,2624.4235837459564,2767.2082607746124,0.3378762347724498,low,0.01839443928353735,4.775349511721274,5,0.7342496557268878,0.0,0.0,0.0
0.26743863252101896,medium,1.1785827822687491,0.8782068850075635,40,0.15222553092484092,0.0,66,DONE,2746.0967960357666,2791.044477701187,0.3804358023724411,low,1.6863266685164855,3.6339929607377224,43,0.6664157122821598,0.0,0.0,0.0
0.5923869864801216,low,1.6181167965756815,1.7320886927737764,68,0.30709408882187944,0.0,68,DONE,2791.253025531769,2812.1147062778473,0.4156700604383002,low,1.7854048223114622,1.0963198948308852,11,0.036316655909665665,0.0,0.0,0.0
0.5803676402751963,high,0.1531324113026568,4.6714279892855295,54,0.9932299616649546,0.0,69,DONE,2812.321104288101,2968.3029165267944,0.3590046557859918,medium,1.793982731067684,1.6049499624761219,31,0.0592489063763885,0.0,0.0,0.0
0.6899379862684172,low,0.9711196520963129,3.383217560265085,97,0.4790293126342859,1.0,70,DONE,2968.5096275806427,2988.501342535019,0.4303512417950456,medium,1.9019352927891426,1.0919235328941208,11,0.8393951250079577,0.0,0.0,0.0
0.43660539389728953,medium,0.6580021745593841,2.2097532103005255,78,0.8346059975148951,0.0,67,DONE,2767.4312722682953,3104.717361688614,0.38604752268157655,low,1.8642887046733996,4.591405340171272,6,0.7950336738937757,0.0,0.0,0.0
0.5267488617033257,low,1.0340177702323063,1.4138349238362171,10,0.923867073534631,0.0,72,DONE,3104.932299375534,3134.6757640838623,0.47982076518862266,low,1.783089660450512,1.2604707850898387,74,0.7674164142217944,0.0,0.0,0.0
0.5560932744920702,medium,0.6210383239791959,4.958718147278218,97,0.2767656755410908,0.0,71,DONE,2988.705061674118,3157.3743872642517,0.3252985838156024,low,1.801198872942777,0.747126027175491,26,0.6971516641983215,0.0,0.0,0.0
0.13027453377796827,low,0.8410024349585765,1.5515759741426276,92,0.9885223291140747,0.0,74,DONE,3157.6115369796753,3191.6633565425873,0.011690820726889461,low,0.4222235817154295,4.541897436539737,10,0.7236236649642493,0.0,0.0,0.0
0.2936876957857364,low,0.6953811340998812,1.6897885929176075,46,0.5517640432102874,0.0,75,DONE,3191.875679254532,3289.027980327606,0.02241058395555294,low,0.4089828728841297,4.218171666868463,21,0.9727100325377288,0.0,0.0,0.0
0.3224063084465022,medium,0.9907730684499254,0.16536766107198206,29,0.34431755344412496,0.0,76,DONE,3289.2362802028656,3314.201777458191,0.024315253639707303,medium,1.7986050742774171,3.641345503645313,31,0.7296741190211923,0.0,0.0,0.0
0.7970169624596866,medium,0.015381886730590157,0.45511788728260066,64,0.7665571430536227,0.0,73,DONE,3134.8870611190796,3425.1327011585236,0.4782082119358594,low,1.8404188857542607,0.9920721532281598,62,0.7278252009580706,0.0,0.0,0.0
0.73661241504291,low,1.2330646434267156,3.0276629991198862,27,0.793732452173171,0.0,78,DONE,3425.336518764496,3464.494963169098,0.01571911539886652,medium,0.23300264923302666,4.970382894099052,18,0.12824691825459394,0.0,0.0,0.0
0.1832818291160034,medium,0.7363595491097163,3.1967072204721267,16,0.8665641197495499,0.0,77,DONE,3314.4090378284454,3467.0146975517273,0.07798508853871451,medium,1.912354968969318,4.635904346440144,24,0.7376460289479139,0.0,0.0,0.0
0.9638541633764101,low,0.23008701735955203,4.006983115636612,10,0.8469922539451424,0.0,79,DONE,3464.706451892853,3567.2953383922577,0.08464429891800267,medium,0.34672125940502047,4.774993340000031,20,0.6934620149541187,0.0,0.0,0.0
0.9219407526043396,high,0.16257751663009512,1.4710161480133512,88,0.8253739947443095,0.0,81,DONE,3567.513176202774,3676.553628206253,0.20257828426690278,medium,0.3397429858291679,4.271835049787048,9,0.06004208341164184,0.0,0.0,0.0
0.8571761662955093,high,0.31617601284082886,3.9673248353774353,7,0.5179995759257685,0.0,82,DONE,3676.760208129883,3775.2571201324463,0.18585920708856613,medium,0.5565270047582028,3.817941963813476,19,0.02548486914249045,0.0,0.0,0.0
0.347947289428865,medium,0.702925822468205,4.384374519729451,69,0.5835285041675313,0.0,80,DONE,3467.2219939231873,3833.0387485027313,0.40372410046059537,low,0.23173189561296687,4.8582009951561815,65,0.8229460650686417,0.0,0.0,0.0
0.10136603304050418,high,0.4638313264714478,0.08451394541109361,18,0.4513902716972573,0.0,83,DONE,3775.47718667984,4145.606369018555,0.0912540320328121,medium,0.36085468294470774,3.986906176617799,9,0.7525346827524655,0.0,0.0,0.0
0.12632127028407336,low,0.7695981028116984,2.3493872388189656,84,0.6872791481660729,0.0,84,DONE,3833.238461494446,4145.988441467285,0.16540978124193997,medium,0.4768734410217711,2.9313549958768896,80,0.7718655362989248,0.0,0.0,0.0
0.7139453656394671,low,1.598490682365889,1.1141298529510582,59,0.6031327676506845,0.0,86,DONE,4146.195732355118,4181.395975828171,0.44806584655242954,low,0.23175779880854092,4.059944310386294,13,0.11464627992785885,0.0,0.0,0.0
0.43329429230336053,low,1.4773132589463416,2.0124629472822306,15,0.13352405476982546,0.0,85,DONE,4145.829535007477,4196.833535432816,0.35252387753385117,low,0.10852348505444145,4.581382669823454,7,0.03332236048874051,0.0,0.0,0.0
0.5349429417741285,high,1.5498197482462412,0.5665155043386414,50,0.12368694935106792,0.0,87,DONE,4181.600968360901,4282.219135522842,0.13646547591512753,medium,1.8904447781553084,0.4479055771807728,7,0.3013723794031588,0.0,0.0,0.0
0.9539858164595146,low,0.11821718853214075,0.7900341748247937,73,0.09885110677680968,0.0,88,DONE,4197.038290739059,4283.9010617733,0.39888122705014173,low,1.975365090345391,1.1328461204526958,8,0.18422201916264477,0.0,0.0,0.0
0.6146231886244907,low,0.7943829363404823,0.2809524443422783,12,0.32355324674359076,0.0,90,DONE,4284.115567445755,4318.030873298645,0.32409910163579697,low,1.8093492012089438,1.126236840347831,9,0.20142379273630714,0.0,0.0,0.0
0.4581725479354121,low,0.32710184490701993,1.6176031057162281,81,0.3882941152269086,0.0,91,DONE,4318.26611161232,4388.059252500534,0.2772463113221097,low,1.7645392236408193,0.77253123804512,6,0.07370560113761948,0.0,0.0,0.0
0.7775197324080482,low,0.5027638555998397,3.214241218907863,38,0.43038493417420076,0.0,92,DONE,4388.273233890533,4476.731768131256,0.3686574683754564,low,1.900619810439201,0.4790688632115049,16,0.11816749976005707,0.0,0.0,0.0
0.3609072839387384,high,0.19236651473748792,0.11384861865270526,76,0.43738668418564564,0.0,89,DONE,4282.424638032913,4536.427554130554,0.461843244446472,low,1.6964552654177267,0.4758208287369937,12,0.13341684562061776,0.0,0.0,0.0
0.9428591657010611,high,1.8350052227048335,3.786153430071168,37,0.9069063168392592,0.0,93,DONE,4476.943275690079,4703.873584985733,0.4338945629724186,medium,0.5333047397469154,3.5785246533266903,22,0.8068718865037687,0.0,0.0,0.0
0.6264751328667881,medium,0.6647886078680518,4.763072292031081,34,0.9747401902067361,0.0,94,DONE,4536.656457424164,4715.527787208557,0.18201714064703223,low,1.71588627711171,3.547969699127534,19,0.866709406054026,0.0,0.0,0.0
0.5011451678265105,low,0.12058958807055381,4.262311678841176,35,0.26408620594825827,0.0,95,DONE,4704.088398933411,4793.7742693424225,0.41507239954631214,medium,0.40453795150468486,4.164070524005694,13,0.19651019271797188,0.0,0.0,0.0
0.14310688141659433,low,0.034740174543560834,3.596816010760482,53,0.41387878808299633,0.0,96,DONE,4715.7424738407135,4807.726796627045,0.5802940405494603,medium,0.2854796717617359,4.847882583595645,33,0.0766858216814897,0.0,0.0,0.0
0.42565605304940374,high,0.9412527822066169,2.64028849627397,73,0.6965763807164507,0.0,97,DONE,4793.982629776001,4821.0095274448395,0.48089260332497236,low,0.5641853693047588,4.350779257859907,6,0.07548671396137185,0.0,0.0,0.0
0.1943689293312316,high,1.8851866454508812,4.193467371226505,20,0.2483519443054723,0.0,99,DONE,4821.2244284152985,4880.485963582993,0.39696857874826635,medium,0.5954642943626979,4.003703212015829,34,0.2353770955422635,0.0,0.0,0.0
0.11406369756638164,low,0.2140635034857527,0.9715449570549194,48,0.9430111734533752,0.0,98,DONE,4807.936165094376,4894.611325502396,0.7675001677807082,high,1.2445126963621442,3.1565320730647963,88,0.48299277745472996,0.09700131261499488,0.29521690294570946,0.020953237962342004
0.40607559938573523,low,1.7221796831005973,4.6961731109838745,58,0.1503844900460085,0.0,100,DONE,4880.747995138168,4924.839978694916,0.801930252287029,high,1.0177504143241063,2.568005751399658,96,0.4598218365911842,0.09622736511233052,0.29412738742636113,0.021371459510571986
0.7524959478137735,medium,1.4796532879097692,4.2936978395319825,22,0.649553626190593,0.0,101,DONE,4924.839451313019,4994.588581562042,0.7766624121534452,high,1.1079557397287105,2.6988451762120444,86,0.4890420134784573,0.0931673568353459,0.2898843842125709,0.02131300648336327
0.10309213171347587,low,1.4011212574858471,1.2595381347964498,24,0.3204150707200636,0.0,103,DONE,4994.920144557953,5028.557575702667,0.8355469973317456,high,1.2253338379482601,2.6152127943414905,90,0.4163277866291928,0.09688495670559749,0.2948933113524954,0.023155923417395342
0.22040257666786825,low,0.5441733430587458,2.263006193950361,66,0.73453371339003,0.0,104,DONE,5028.859869480133,5096.894952535629,0.877354004857215,high,1.1802589585742453,2.4685434030222764,96,0.5654444457647858,0.09654424669641673,0.2943542758204147,0.0240627395048327
0.14572034687221996,medium,0.07332558054443773,3.206579852779668,24,0.45243739244197806,0.0,102,DONE,4925.235819578171,5106.326593160629,0.8504391936970833,high,0.9189525342897367,2.6454376767771453,95,0.3618391692096479,0.09522002253239753,0.29246649265468266,0.024829831163255066
0.701988099265026,high,1.1631404746574605,0.688871848860116,64,0.6939354571617535,1.0,105,DONE,5097.210262298584,5204.322576284409,0.6775614121833575,high,0.9965595293956055,2.18051511337074,92,0.517255892525157,0.11253086095055677,0.31468788188624314,0.028969005475391236
0.9941132904232998,medium,1.867892317454313,1.7377233219503898,11,0.5972539031763051,0.0,106,DONE,5106.660413265228,5211.147446155548,0.6931478159747869,high,1.1333323398108872,0.26446217756546214,81,0.49884375703149536,0.11298529768530811,0.3152739743902057,0.02866951803700967
0.6774464277464989,low,0.03362550189851455,3.532519141405456,33,0.26441412343308446,0.0,107,DONE,5204.623351812363,5305.094711780548,0.8452836782243986,high,0.990830881309515,2.6429646450442417,86,0.5086874162926801,0.11202489205849585,0.3141282169513444,0.02826267738108716
0.689185663965307,low,0.2734131191768812,4.932896601728374,57,0.8159618237470654,0.0,108,DONE,5211.448777914047,5309.498047351837,0.7491907645632002,high,1.164103077035585,2.6182095816860236,77,0.5317488652607342,0.11635730827180024,0.3192386599798982,0.03008260390625322
0.9046523960879753,high,0.5096580749730423,0.6961325860819491,57,0.5765169305988704,0.0,109,DONE,5305.398121595383,5500.690262079239,0.8000587886109481,high,0.9415861832398755,0.7387967617067233,76,0.5180912043757063,0.11272204545505916,0.3149510262902995,0.02866421047532876
0.35781594358855207,low,0.4771228107862894,2.166476497461938,18,0.39701489923906885,0.0,110,DONE,5309.812883138657,5780.62691450119,0.8446364466891964,high,0.9518508763767426,0.26138679694293404,72,0.5063151866438409,0.11260475576395851,0.31479416817995814,0.028802021164948222
